code,name
410,Pneumocystis jirovecii pneumonia
411,Immune reconstitution inflammatory syndrome
412,Cytomegalovirus infection
417,Bone marrow failure
419,Joint injection
420,Vitamin supplementation
422,Cerebral haemorrhage
423,Pneumonia aspiration
425,Polymyositis
426,Acute coronary syndrome
427,Stem cell transplant
431,Adrenal insufficiency
434,Abdominal pain upper
435,Candida infection
437,Rash
438,Mouth ulceration
440,Skin papilloma
441,Acute myeloid leukaemia
442,Polyuria
443,Blood potassium decreased
444,Metastases to pancreas
445,Metastases to kidney
446,Metastases to lung
447,Renal cancer
448,Speech disorder
450,Peripheral vascular disorder
453,Varicose vein
454,Balance disorder
457,Productive cough
458,Contusion
459,Pemphigus
460,Iron deficiency anaemia
462,Respiratory distress
463,Extrapyramidal disorder
464,Movement disorder
465,Tardive dyskinesia
466,Hair disorder
467,Nail disorder
468,Skin disorder
469,Sciatica
471,B-cell lymphoma recurrent
475,Pulmonary embolism
476,Sinusitis
478,Tourette's disorder
479,Barrett's oesophagus
481,Viral upper respiratory tract infection
485,Intraocular pressure increased
486,Gastrointestinal motility disorder
488,Vitamin D decreased
490,Arteriosclerosis
492,Stent placement
493,Peripheral arterial occlusive disease
495,Dementia Alzheimer's type
496,Hepatic cirrhosis
497,Vertigo positional
498,Orthostatic hypotension
499,Weight decreased
502,Myasthenia gravis
503,Drug tolerance
505,Colitis ulcerative
506,Pulmonary fibrosis
509,Transfusion
512,Hypertonic bladder
515,Heart rate irregular
516,Mental disorder
518,Nerve injury
519,Irritable bowel syndrome
521,Thyroid mass
522,Hallucination
523,Limb discomfort
524,Emphysema
525,Respiratory tract congestion
528,Fluid overload
533,Intervertebral disc degeneration
535,Chronic hepatitis C
536,Chronic hepatitis B
537,Emotional disorder
538,Parkinsonism
539,Panic disorder
540,Generalised anxiety disorder
541,Multiple sclerosis relapse
543,Cardiovascular disorder
545,Nasal congestion
546,Clostridium difficile colitis
547,Antiplatelet therapy
550,Obsessive-compulsive disorder
551,Sjogren's syndrome
552,Hepatitis C
553,Pelvic pain
555,Burning sensation
556,Folliculitis
557,Pancreatitis chronic
558,Arthropathy
560,Weight control
561,Benign prostatic hyperplasia
562,Colon cancer metastatic
563,Bone pain
567,Hypertrophic cardiomyopathy
568,Ventricular tachycardia
569,Somnolence
571,Oedema peripheral
572,Musculoskeletal stiffness
574,Prostatic specific antigen increased
575,Sexual dysfunction
577,Bone marrow conditioning regimen
578,Prophylaxis against graft versus host disease
579,Bicytopenia
580,Persistent depressive disorder
584,Anger
586,Blood pressure management
587,Breast cancer stage II
590,Bronchiectasis
592,Pruritus
593,Renal cancer metastatic
596,Immunodeficiency
598,Electrolyte substitution therapy
599,Personality disorder
600,"Hallucination, auditory"
601,Mental impairment
602,Mood altered
603,Scoliosis
604,Spinal column stenosis
606,Developmental delay
607,Brain injury
609,Sleep disorder therapy
610,Acne
612,Paranoia
613,Bursitis
615,Cardiomyopathy
618,Immunosuppressant drug therapy
620,Fatigue
623,Dyskinesia
625,Bacterial infection
627,Gastric cancer
628,Brain abscess
629,Autism spectrum disorder
630,Tremor
631,Menstrual cycle management
637,Coagulopathy
640,Drug use disorder
642,Borderline personality disorder
645,Mania
646,Ulcer
647,Tachypnoea
651,Myelopathy
653,Nervousness
655,Addison's disease
656,Labyrinthitis
659,Dysuria
660,Nocturia
661,Staphylococcal bacteraemia
662,Atrial flutter
664,Cardiac failure chronic
667,Depressed level of consciousness
668,Gastrointestinal disorder
671,Urosepsis
672,Lower respiratory tract infection
675,Waldenstrom's macroglobulinaemia
677,Soft tissue infection
679,Ocular hyperaemia
681,Social anxiety disorder
682,Blood glucose increased
683,Joint dislocation
684,Antiretroviral therapy
685,Gestational diabetes
687,Cellulitis
690,Drug withdrawal syndrome
691,Cognitive disorder
694,Immunosuppression
695,Panic attack
700,Drug administered to patient of inappropriate age
705,Diffuse large B-cell lymphoma
710,Hyperprolactinaemia
713,Pancreatic carcinoma
715,Rhinorrhoea
716,Mucosal inflammation
717,Aspartate aminotransferase increased
724,Focal dyscognitive seizures
725,Status epilepticus
729,White blood cell count decreased
731,Dermatitis
732,Dry skin
733,Gastritis erosive
735,Type IIa hyperlipidaemia
736,Crying
737,Hypomagnesaemia
740,Peripheral swelling
741,Immune system disorder
742,Vulvovaginal pain
745,Herpes virus infection
746,Portal hypertension
747,Vitamin C deficiency
753,Obsessive-compulsive personality disorder
754,Embolism
756,Platelet count increased
758,Alveolitis allergic
759,Colon cancer
765,Vasodilatation
766,Gangrene
769,Lung adenocarcinoma
771,Hormone level abnormal
773,Delirium
774,Hypertonia
776,Incision site erythema
778,Cholecystitis
779,Acute sinusitis
784,Unevaluable event
786,Paraneoplastic pemphigus
787,Bronchopulmonary aspergillosis
789,Osteomyelitis
794,Ear infection
795,Obstructive airways disorder
796,Iron deficiency
797,Haemorrhoids
800,Chest discomfort
803,Small cell lung cancer
805,Muscle contracture
807,Disturbance in attention
809,Encephalitis
811,Completed suicide
814,Back disorder
815,Essential hypertension
818,Tooth infection
819,Ear discomfort
820,Colitis microscopic
821,Keratitis
824,Nervous system disorder
825,C-reactive protein increased
829,Pregnancy
830,Latent tuberculosis
832,Eye infection
836,Arrhythmia prophylaxis
837,Surgery
838,Dry mouth
839,Chemotherapy
842,Neck pain
843,Congenital cystic kidney disease
845,Foetal exposure during pregnancy
846,Neoplasm malignant
848,Tumour pain
850,Skin infection
851,Abscess
854,Restlessness
855,Irritability
856,Skin wrinkling
857,Heart rate increased
862,Lung carcinoma cell type unspecified recurrent
863,Hyperphosphataemia
865,Cataract
871,Hypersomnia
873,Vitamin B12 decreased
874,Hyperthyroidism
878,Nightmare
881,Wound
883,Transient ischaemic attack
884,Cholangitis sclerosing
887,Schizotypal personality disorder
890,Scleroderma
893,Meningitis
895,Metastases to lymph nodes
897,Blood potassium abnormal
898,Graft versus host disease in gastrointestinal tract
899,Abnormal faeces
900,Anaesthesia procedure
902,Proctalgia
906,Enterocolitis
907,Upper respiratory tract inflammation
908,Acute myocardial infarction
909,Hyperkalaemia
910,Hypotonia
915,Open angle glaucoma
916,Febrile convulsion
917,Retinopathy
919,Hodgkin's disease
920,Adenocarcinoma of colon
921,Petit mal epilepsy
922,Metastases to liver
923,Pharyngitis
926,Spinal operation
928,Temporal lobe epilepsy
929,Nasopharyngitis
931,Toothache
935,Ganglioglioma
938,Uterine leiomyoma
940,Eczema
941,Pancreatic carcinoma metastatic
943,Parathyroid disorder
948,Pruritus generalised
950,Psychomotor hyperactivity
951,Bronchospasm
952,Catatonia
953,Muscle disorder
957,Viral infection
960,Urinary tract disorder
961,Rhodococcus infection
966,Arthropod sting
967,Paranasal sinus hypersecretion
969,Metastasis
971,Oropharyngeal pain
972,Delivery
980,IgA nephropathy
981,Bundle branch block right
987,Osteonecrosis
988,Splenomegaly
989,Hepatitis viral
990,Lung transplant
996,Incontinence
997,General anaesthesia
1001,Ill-defined disorder
1002,Intentional self-injury
1004,Blood thyroid stimulating hormone increased
1005,Acute psychosis
1006,Malabsorption
1007,Confusional state
1009,Febrile neutropenia
1010,Onychomycosis
1013,Blood pressure fluctuation
1014,B precursor type acute leukaemia
1015,Klebsiella infection
1017,Osteosarcoma
1018,Graft versus host disease in skin
1019,Blood glucose decreased
1020,Proteinuria
1025,Influenza like illness
1028,Reading disorder
1029,Upper respiratory tract infection
1033,Hyperparathyroidism
1037,Ear disorder
1038,Pancreatitis
1039,Dermatitis acneiform
1042,Paraesthesia
1043,Increased appetite
1047,Subarachnoid haemorrhage
1049,Menorrhagia
1050,Purpura
1051,Haematemesis
1053,Clostridium difficile infection
1056,Systemic mycosis
1058,Initial insomnia
1059,Haematuria
1062,Thinking abnormal
1064,Adverse drug reaction
1065,Blister
1069,Blood uric acid increased
1082,Diffuse large B-cell lymphoma stage IV
1085,Dyspnoea exertional
1090,Lip dry
1093,Cholelithiasis
1094,Nodule
1095,Electrolyte imbalance
1097,Fear
1101,Tension headache
1102,Cervicobrachial syndrome
1105,Non-small cell lung cancer stage IV
1106,Anal abscess
1107,Alanine aminotransferase increased
1110,Renal failure
1112,Acquired immunodeficiency syndrome
1113,Breakthrough pain
1120,Blood disorder
1121,Hypotension
1127,Blood sodium decreased
1128,Gingivitis
1131,Eye pruritus
1137,Aspergillus infection
1142,Neutrophil count decreased
1145,Hypoalbuminaemia
1146,Septic shock
1147,Hyponatraemia
1148,Mobility decreased
1149,Joint stiffness
1153,Supportive care
1160,Hair growth abnormal
1161,Depressive symptom
1162,Intraocular pressure test abnormal
1164,Peripheral coldness
1166,Conjunctivitis
1169,Malignant melanoma stage IV
1170,Exposure during pregnancy
1171,Gastrointestinal bacterial overgrowth
1172,Lumbar radiculopathy
1175,Bladder cancer
1177,Antiallergic therapy
1179,Duodenal ulcer
1180,Acute kidney injury
1181,Lipids increased
1184,Rhabdomyosarcoma
1185,Poor peripheral circulation
1187,Calcinosis
1188,Invasive ductal breast carcinoma
1189,Cystitis interstitial
1192,Parosmia
1194,Cardiac valve disease
1196,Loss of consciousness
1197,Type V hyperlipidaemia
1198,Ewing's sarcoma
1199,Wound infection
1201,Neuroblastoma
1203,Granulomatosis with polyangiitis
1204,Chronic kidney disease
1208,Lacrimation increased
1210,Adenocarcinoma pancreas
1212,Dehydration
1216,Musculoskeletal chest pain
1219,Pharyngeal oedema
1220,Left ventricular hypertrophy
1224,Non-small cell lung cancer metastatic
1225,BRAF V600E mutation positive
1228,Kaposi's sarcoma
1229,Tuberculosis
1237,Sinus pain
1238,Staphylococcal infection
1241,Traumatic haemorrhage
1242,Drug dependence
1243,Polyneuropathy
1244,Lyme disease
1248,Tinnitus
1252,Adverse event
1257,Hepatic cancer
1260,Oral pain
1264,Cubital tunnel syndrome
1265,Bone density abnormal
1266,Adenocarcinoma
1269,Acute graft versus host disease in skin
1271,Endometriosis
1272,Post transplant lymphoproliferative disorder
1273,Peritonitis
1280,Haemodialysis
1281,Ascites
1282,Penile oedema
1283,Scrotal oedema
1285,Electroencephalogram abnormal
1289,Spinal compression fracture
1290,Medication error
1291,Breast cancer stage IV
1296,Triple negative breast cancer
1298,Localised infection
1300,Drug reaction with eosinophilia and systemic symptoms
1307,Kidney infection
1309,Hypercalcaemia
1310,Tumour lysis syndrome
1311,Pemphigoid
1314,Suicidal ideation
1317,Dysgeusia
1319,Diabetic ketoacidosis
1323,Bone cancer
1325,Oesophageal ulcer
1329,Malnutrition
1330,Myocarditis
1335,Disease progression
1338,Osteonecrosis of jaw
1340,Cancer pain
1341,Joint swelling
1350,Progressive multifocal leukoencephalopathy
1354,Intervertebral disc injury
1360,Sinus node dysfunction
1366,Rash pustular
1367,Musculoskeletal disorder
1376,Persecutory delusion
1377,Mutism
1380,Erythema
1381,Platelet count decreased
1385,Rash macular
1392,Prophylactic chemotherapy
1396,Hypophysitis
1397,Hydrocephalus
1401,Depressed mood
1402,Obesity
1403,Dysstasia
1406,Joint injury
1409,Blood count abnormal
1411,Akathisia
1412,Spinal fracture
1413,Postural orthostatic tachycardia syndrome
1414,Pollakiuria
1415,Hidradenitis
1419,Acute graft versus host disease
1421,Angina unstable
1422,Musculoskeletal discomfort
1424,Rhinitis
1425,Infusion related reaction
1426,Serum ferritin increased
1427,Leukaemia
1428,Micturition urgency
1429,Palpitations
1430,Infective pulmonary exacerbation of cystic fibrosis
1431,Condition aggravated
1432,Peripheral sensory neuropathy
1433,Vitamin B complex deficiency
1435,Cataract operation
1444,Burkitt's lymphoma
1448,Spinal deformity
1451,Gastrointestinal infection
1452,Gastrointestinal pain
1454,Nephropathy
1455,General physical health deterioration
1459,Intellectual disability
1465,Laceration
1471,Histiocytosis haematophagic
1473,Urinary tract obstruction
1475,Ear pain
1476,Peripheral venous disease
1479,Blood creatinine increased
1480,Oral candidiasis
1481,Aortic valve replacement
1485,Appetite disorder
1487,Sarcoidosis
1490,Oral discomfort
1491,Hair colour changes
1492,Blood cholesterol decreased
1500,Mitral valve incompetence
1501,Hepatitis
1503,Squamous cell carcinoma of skin
1504,Eye haemorrhage
1505,Cardiac arrest
1510,Syncope
1516,Desmoid tumour
1517,Product use in unapproved indication
1519,Activated partial thromboplastin time prolonged
1521,Metabolic acidosis
1529,Thrombotic thrombocytopenic purpura
1530,Pulmonary congestion
1531,Vasculitis
1533,Decreased immune responsiveness
1535,Metabolic syndrome
1538,Toxicity to various agents
1540,Haematopoietic stem cell mobilisation
1541,Phlebitis
1542,Squamous cell carcinoma
1546,Haemoptysis
1553,Enterococcal infection
1554,Escherichia infection
1561,Metastases to peritoneum
1562,Dysaesthesia
1570,Mitral valve replacement
1572,Respiratory failure
1575,Wrist fracture
1576,Aortic aneurysm
1577,Respiratory tract infection
1579,Overdose
1580,Complication associated with device
1581,Muscle twitching
1582,Tubulointerstitial nephritis
1587,Gamma-glutamyltransferase increased
1588,Paronychia
1590,Pancytopenia
1596,Leukaemia recurrent
1598,Oral herpes
1601,Acute lymphocytic leukaemia recurrent
1603,Upper-airway cough syndrome
1604,T-cell type acute leukaemia
1609,Spinal osteoarthritis
1611,Local anaesthesia
1614,Weight increased
1626,Quadriplegia
1629,Clear cell renal cell carcinoma
1632,Biliary dilatation
1634,Pulmonary oedema
1635,Lymphocyte count decreased
1636,Tonsillitis
1638,Pseudomonas infection
1644,Dysphonia
1646,Supraventricular tachycardia
1647,Hypophosphataemia
1648,Epistaxis
1650,Lactose intolerance
1651,Sinus tachycardia
1654,Decubitus ulcer
1655,Urinary retention
1656,Rash maculo-papular
1658,Bacterial sepsis
1659,Dementia
1663,Metastases to pelvis
1667,Nephrolithiasis
1669,Otitis media
1671,Hepatotoxicity
1672,Arthropod bite
1673,Abnormal dreams
1674,Somnambulism
1676,Faeces soft
1678,Axial spondyloarthritis
1683,Acute pulmonary histoplasmosis
1684,Cerebral disorder
1685,Right ventricular failure
1689,Arteriosclerosis coronary artery
1693,Gastric pH decreased
1699,Pneumonitis
1704,Affect lability
1708,Hepatic pain
1711,Osteoporotic fracture
1712,Femoral neck fracture
1714,Pathological fracture
1715,Body height decreased
1717,Fracture
1720,Ocular hypertension
1721,Acute respiratory failure
1722,Eosinophilia
1725,Lumbar vertebral fracture
1729,Bacteraemia
1740,Acute generalised exanthematous pustulosis
1741,Blood calcium increased
1743,Discomfort
1744,Overweight
1752,Uterine contractions during pregnancy
1757,Hyperparathyroidism secondary
1758,Facial neuralgia
1759,Pleural effusion
1765,Migraine with aura
1768,Skin lesion
1771,Philadelphia chromosome positive
1773,Bowel movement irregularity
1779,Respiration abnormal
1780,Alcohol abuse
1786,Arterial disorder
1787,Glycosylated haemoglobin increased
1791,Vision blurred
1794,Hyperthermia
1797,Bradycardia
1800,Penile cancer
1803,Pneumocystis jirovecii infection
1804,Biliary cirrhosis primary
1805,Product use issue
1812,Miosis
1816,Sinus bradycardia
1821,Flank pain
1822,Organising pneumonia
1823,Tachyarrhythmia
1825,Substance abuse
1837,Blood urine present
1838,Spinal fusion surgery
1841,Agranulocytosis
1844,Parkinsonian gait
1845,Fall
1846,Intraocular pressure decreased
1848,Blood albumin decreased
1849,Peripheral ischaemia
1851,Hypoxia
1852,Tonic convulsion
1853,Epicondylitis
1854,Functional gastrointestinal disorder
1856,Threatened labour
1862,Accidental exposure to product by child
1863,Angiocentric lymphoma
1877,Disturbance in sexual arousal
1881,Hyperammonaemia
1885,Cardiovascular insufficiency
1886,Drug level decreased
1888,Premature baby
1890,Mycobacterium avium complex infection
1893,Acarodermatitis
1897,Haemodynamic instability
1914,Logorrhoea
1916,Breast mass
1918,Hip fracture
1920,Salivary hypersecretion
1922,Abdominal pain lower
1925,Ejection fraction decreased
1928,Cardiac flutter
1931,Mental status changes
1936,Skin exfoliation
1941,Dystonia
1942,Cytomegalovirus chorioretinitis
1943,Cytomegalovirus colitis
1949,Drug hypersensitivity
1950,Seminoma
1953,Metastases to central nervous system
1957,Posterior reversible encephalopathy syndrome
1960,Laryngeal oedema
1961,Epstein-Barr virus infection
1962,Metastases to meninges
1963,Feeling abnormal
1965,Thrombotic microangiopathy
1966,Breast pain
1970,Intentional overdose
1974,Tenderness
1975,Erysipelas
1976,Hepatic encephalopathy
1977,Post procedural complication
1978,Tooth abscess
1981,Dermatitis psoriasiform
1983,Endocarditis
1984,Extradural abscess
1986,Intervertebral discitis
1989,Endometrial adenocarcinoma
1995,Serotonin syndrome
1999,Hypothermia
2010,Secretion discharge
2013,Groin pain
2016,Anal fistula
2017,Escherichia urinary tract infection
2018,White blood cell count increased
2019,Head injury
2021,Ear congestion
2029,Herpes simplex
2039,Muscle rigidity
2042,Pancreatitis acute
2047,Adjustment disorder with depressed mood
2053,Eosinophilic granulomatosis with polyangiitis
2056,Spinal cord compression
2058,Anti-neutrophil cytoplasmic antibody positive vasculitis
2060,Embolic stroke
2061,Gastrointestinal toxicity
2063,Vascular graft
2066,Sputum discoloured
2068,Eye pain
2069,Vitiligo
2072,Amnesia
2076,Radiation skin injury
2077,Polymyalgia rheumatica
2078,Odynophagia
2079,Oesophageal disorder
2080,Neoplasm prostate
2092,Hypertensive heart disease
2096,Metabolic disorder
2099,Lipids
2100,Infection parasitic
2101,Rib fracture
2102,Flushing
2111,Pathogen resistance
2115,Status migrainosus
2116,Blood folate decreased
2119,Oedema due to renal disease
2121,Gingival pain
2125,Abdominal abscess
2128,Duchenne muscular dystrophy
2131,Renal cyst haemorrhage
2133,Tooth disorder
2138,Lymphocytosis
2139,Liver injury
2141,Angioedema
2142,Pneumonia bacterial
2148,Panniculitis
2154,Breast neoplasm
2157,Coordination abnormal
2159,Thrombocytosis
2162,Pubic pain
2163,Lung neoplasm
2164,Pulmonary alveolar haemorrhage
2168,Palmar-plantar erythrodysaesthesia syndrome
2169,Pulmonary thrombosis
2171,Arterial thrombosis
2172,Erythema nodosum
2174,Cholestasis
2175,Anaphylactic shock
2177,Tibia fracture
2179,Ataxia
2180,Intentional product misuse
2182,Plasma cell myeloma recurrent
2184,Skin burning sensation
2191,Trichorrhexis
2195,Limb injury
2198,Nipple pain
2200,Pre-eclampsia
2201,Injury
2202,Cytopenia
2203,Bone neoplasm
2205,Disseminated tuberculosis
2206,Histoplasmosis disseminated
2214,Lymphadenopathy
2216,Myoclonus
2219,Colitis ischaemic
2224,Gastric haemorrhage
2232,Lupus cystitis
2238,Chorioretinopathy
2248,Nocardiosis
2253,Lung squamous cell carcinoma stage IV
2257,Rash pruritic
2259,Sciatic nerve neuropathy
2264,Tendonitis
2265,Lipoma
2267,Eosinophilic pneumonia
2272,Uterine dilation and curettage
2273,Metaplastic breast carcinoma
2274,Coeliac disease
2278,Postoperative wound infection
2290,Negativism
2291,Abnormal weight gain
2297,Gene mutation
2298,"Hallucination, visual"
2307,Psychomotor retardation
2310,"Hallucinations, mixed"
2313,Frustration tolerance decreased
2320,Neuroleptic malignant syndrome
2329,Toe amputation
2334,Withdrawal syndrome
2337,Facial bones fracture
2339,Emotional distress
2340,Diabetes mellitus inadequate control
2346,Ovarian cyst
2348,Microangiopathic haemolytic anaemia
2368,Tubo-ovarian abscess
2381,Hepatic failure
2384,Streptococcal infection
2386,Diplegia
2394,Post concussion syndrome
2403,Dermatitis allergic
2404,Vulvovaginal candidiasis
2405,Skin reaction
2415,Febrile infection
2417,Cerebral aspergillosis
2418,Myxoid liposarcoma
2425,Fibrosis
2426,Hepatocellular injury
2428,Foot deformity
2432,Rheumatoid nodule
2441,Road traffic accident
2445,Cardiac failure acute
2449,Ammonia increased
2460,Body temperature abnormal
2461,Coronary artery stenosis
2462,Invasive lobular breast carcinoma
2465,Blood pressure systolic decreased
2466,Shock
2467,Diverticulum
2471,Ocular discomfort
2473,General physical condition
2474,Extrasystoles
2481,Mycobacterium abscessus infection
2483,Atypical pneumonia
2487,Non-Hodgkin's lymphoma unspecified histology indolent
2491,Mantle cell lymphoma recurrent
2501,Glomerulonephritis minimal lesion
2503,Colon neoplasm
2504,Blood phosphorus increased
2513,Guillain-Barre syndrome
2523,Breast cancer stage I
2528,Cardiogenic shock
2529,Vein collapse
2530,Incision site pain
2531,Cardio-respiratory arrest
2539,Muscle tightness
2540,Poisoning
2543,Adrenocorticotropic hormone deficiency
2545,Cervical radiculopathy
2553,Sinus headache
2560,Disseminated intravascular coagulation
2561,Bone tuberculosis
2565,Catheter placement
2568,Dermatitis exfoliative
2578,Wound complication
2579,Idiopathic intracranial hypertension
2583,Haemorrhage intracranial
2590,Acute pulmonary oedema
2594,Haemoglobin decreased
2595,Antithrombin III decreased
2600,Hepatic enzyme increased
2605,Scar
2629,Encephalopathy
2630,Treatment failure
2631,Metastases to bladder
2632,Metastases to uterus
2636,Carbohydrate intolerance
2639,Plasmacytoma
2640,Gait inability
2641,Liver function test increased
2644,Type 2 lepra reaction
2646,JC virus test positive
2650,Hepatoblastoma
2654,Blood creatine phosphokinase increased
2655,Blood glucose fluctuation
2660,Abortion
2662,Disease risk factor
2670,Drug dispensing error
2671,Paracentesis
2674,Drug eruption
2676,Asthmatic crisis
2680,Pulmonary mass
2688,Pain of skin
2689,Mass
2690,Pulmonary mycosis
2694,Recurrent cancer
2696,Orthostatic intolerance
2702,General physical condition abnormal
2730,Dental caries
2735,Localised oedema
2736,Haematoma
2739,Anal incontinence
2740,Lepromatous leprosy
2744,Haematochezia
2752,Peripheral motor neuropathy
2755,Urine flow decreased
2757,Inappropriate antidiuretic hormone secretion
2767,Lung squamous cell carcinoma stage III
2771,Staphylococcal sepsis
2774,Phantom pain
2778,Bladder pain
2780,Exposure to toxic agent
