code,name
d03492,CHLORDIAZEPOXIDE; CLIDINIUM
d03506,ATROPINE; DIPHENOXYLATE
d03526,NEOMYCIN; POLYMYXIN B SULFATE TOPICAL
d03529,POLYMYXIN B; TRIMETHOPRIM OPHTHALMIC
d03536,DEXAMETHASONE; TOBRAMYCIN OPHTHALMIC
d03537,DEXAMETHASONE; NEOMYCIN; POLYMYXIN B OPHTHALMIC
d03543,HYDROCORTISONE; NEOMYCIN; POLYMYXIN B OTIC
d03561,BETAMETHASONE; CLOTRIMAZOLE TOPICAL
d03562,NYSTATIN; TRIAMCINOLONE TOPICAL
d03566,CAPTOPRIL; HYDROCHLOROTHIAZIDE
d03627,ANTIPYRINE; BENZOCAINE OTIC
d03640,BUDESONIDE NASAL
d03655,LIDOCAINE; PRILOCAINE TOPICAL
d03689,CALCIUM ACETATE
d03712,CAMPHOR TOPICAL
d03740,ENALAPRIL; HYDROCHLOROTHIAZIDE
d03744,BISOPROLOL; HYDROCHLOROTHIAZIDE
d03752,TACROLIMUS
d03756,BACITRACIN TOPICAL
d03759,SALMETEROL
d03770,EMOLLIENTS TOPICAL
d03781,ETHINYL ESTRADIOL; NORGESTIMATE
d03782,DESOGESTREL; ETHINYL ESTRADIOL
d03788,CALCIPOTRIENE TOPICAL
d03804,FLUVOXAMINE
d03805,DORZOLAMIDE OPHTHALMIC
d03807,METFORMIN
d03809,LAMOTRIGINE
d03818,LORATADINE; PSEUDOEPHEDRINE
d03819,CONJUGATED ESTROGENS; MEDROXYPROGESTERONE
d03821,LOSARTAN
d03826,TRAMADOL
d03827,CETIRIZINE
d03828,LANSOPRAZOLE
d03829,AMLODIPINE; BENAZEPRIL
d03830,HYDROCHLOROTHIAZIDE; LOSARTAN
d03833,DIVALPROEX SODIUM
d03838,VALACYCLOVIR
d03839,MYCOPHENOLATE MOFETIL
d03846,ACARBOSE
d03847,CARVEDILOL
d03848,AZELAIC ACID TOPICAL
d03849,ALENDRONATE
d03850,BICALUTAMIDE
d03864,GLIMEPIRIDE
d03873,ANASTROZOLE
d03973,ERYTHROMYCIN OPHTHALMIC
d03974,GENTAMICIN OPHTHALMIC
d03977,OFLOXACIN OPHTHALMIC
d03984,RITONAVIR
d04008,TRANDOLAPRIL
d04009,DOCETAXEL
d04011,INTERFERON BETA-1A
d04012,TERBINAFINE
d04017,LATANOPROST OPHTHALMIC
d04025,MIRTAZAPINE
d04031,PILOCARPINE
d04035,AMPHETAMINE; DEXTROAMPHETAMINE
d04037,TIMOLOL OPHTHALMIC
d04038,BETAXOLOL OPHTHALMIC
d04040,FEXOFENADINE
d04042,RANITIDINE BISMUTH CITRATE
d04047,MIDODRINE
d04048,BRIMONIDINE OPHTHALMIC
d04049,AMMONIUM LACTATE TOPICAL
d04050,OLANZAPINE
d04052,PENTOSAN POLYSULFATE SODIUM
d04053,ZAFIRLUKAST
d04065,TRANDOLAPRIL; VERAPAMIL
d04066,ALBUTEROL; IPRATROPIUM
d04068,AZELASTINE NASAL
d04090,LACTIC ACID TOPICAL
d04099,DONEPEZIL
d04102,TIZANIDINE
d04105,ATORVASTATIN
d04109,LEVOFLOXACIN
d04110,MIGLITOL
d04111,GLATIRAMER
d04113,VALSARTAN
d04115,TOPIRAMATE
d04117,OLOPATADINE OPHTHALMIC
d04121,TAMSULOSIN
d04138,TAZAROTENE TOPICAL
d04145,PRAMIPEXOLE
d04156,LETROZOLE
d04196,BACITRACIN; HYDROCORTISONE; NEOMYCIN; POLYMYXIN B TOPICAL
d04205,POVIDONE IODINE OPHTHALMIC
d04210,ESTRADIOL TOPICAL
d04213,PROGESTERONE TOPICAL
d04215,ROPINIROLE
d04220,QUETIAPINE
d04222,IRBESARTAN
d04223,MOMETASONE NASAL
d04225,HYDROCODONE; IBUPROFEN
d04233,TRIAMCINOLONE NASAL
d04235,IPRATROPIUM NASAL
d04245,HYDROCHLOROTHIAZIDE; IRBESARTAN
d04253,ZOLMITRIPTAN
d04256,CEFDINIR
d04258,CLOPIDOGREL
d04261,RALOXIFENE
d04265,OFLOXACIN OTIC
d04267,REPAGLINIDE
d04275,BECLOMETHASONE NASAL
d04276,BUDESONIDE
d04279,FLUNISOLIDE NASAL
d04283,FLUTICASONE NASAL
d04284,FLUTICASONE TOPICAL
d04286,FENOFIBRATE
d04287,CIPROFLOXACIN OTIC
d04288,CIPROFLOXACIN; HYDROCORTISONE OTIC
d04289,MONTELUKAST
d04292,LOTEPREDNOL OPHTHALMIC
d04293,HYDROCHLOROTHIAZIDE; VALSARTAN
d04294,TOLTERODINE
d04299,SILDENAFIL
d04300,RISEDRONATE
d04301,BRINZOLAMIDE OPHTHALMIC
d04303,DORZOLAMIDE; TIMOLOL OPHTHALMIC
d04311,CAPECITABINE
d04322,CANDESARTAN
d04328,RIZATRIPTAN
d04332,CITALOPRAM
d04342,INFLIXIMAB
d04349,LEFLUNOMIDE
d04357,TRASTUZUMAB
d04363,SEVELAMER
d04364,TELMISARTAN
d04365,ETANERCEPT
d04369,INSULIN REGULAR
d04370,INSULIN ISOPHANE (NPH)
d04373,INSULIN LISPRO
d04374,INSULIN ISOPHANE; INSULIN REGULAR
d04375,ESTRADIOL; NORETHINDRONE
d04378,MODAFINIL
d04380,CELECOXIB
d04382,CILOSTAZOL
d04395,CLOTRIMAZOLE TOPICAL
d04396,CONJUGATED ESTROGENS TOPICAL
d04397,FLUORIDE TOPICAL
d04399,NYSTATIN TOPICAL
d04427,LEVALBUTEROL
d04442,PIOGLITAZONE
d04448,RABEPRAZOLE
d04452,ZALEPLON
d04459,DOFETILIDE
d04461,EXEMESTANE
d04462,OSELTAMIVIR
d04497,ASPIRIN; DIPYRIDAMOLE
d04499,LEVETIRACETAM
d04506,ESTRADIOL; NORGESTIMATE
d04509,HYDROCHLOROTHIAZIDE; QUINAPRIL
d04510,INSULIN LISPRO; INSULIN LISPRO PROTAMINE
d04513,OXCARBAZEPINE
d04514,PANTOPRAZOLE
d04532,MELOXICAM
d04537,RIVASTIGMINE
d04538,INSULIN GLARGINE
d04539,FOSINOPRIL; HYDROCHLOROTHIAZIDE
d04541,AZELASTINE OPHTHALMIC
d04557,CLOBAZAM
d04572,FORMOTEROL
d04611,FLUTICASONE; SALMETEROL
d04695,COLESEVELAM
d04697,INSULIN ASPART
d04700,BALSALAZIDE
d04703,GLYBURIDE; METFORMIN
d04708,ZOLEDRONIC ACID
d04722,DICLOFENAC TOPICAL
d04737,HYDROCHLOROTHIAZIDE; TELMISARTAN
d04740,TACROLIMUS TOPICAL
d04742,BENZOYL PEROXIDE; CLINDAMYCIN TOPICAL
d04743,NATEGLINIDE
d04747,ZIPRASIDONE
d04749,ESOMEPRAZOLE
d04750,GALANTAMINE
d04753,TRAVOPROST OPHTHALMIC
d04754,BIMATOPROST OPHTHALMIC
d04758,IMATINIB
d04760,DROSPIRENONE; ETHINYL ESTRADIOL
d04764,CETIRIZINE; PSEUDOEPHEDRINE
d04766,ACETAMINOPHEN; TRAMADOL
d04770,CARBETAPENTANE; CHLORPHENIRAMINE
d04772,ETONOGESTREL
d04773,ETHINYL ESTRADIOL; ETONOGESTREL
d04776,FROVATRIPTAN
d04777,DEXMETHYLPHENIDATE
d04779,ETHINYL ESTRADIOL; NORELGESTROMIN
d04784,PIMECROLIMUS TOPICAL
d04785,DESLORATADINE
d04788,DUTASTERIDE
d04790,PEGFILGRASTIM
d04795,BUDESONIDE; FORMOTEROL
d04797,ALFUZOSIN
d04801,OLMESARTAN
d04812,ESCITALOPRAM
d04815,EPLERENONE
d04819,BUPRENORPHINE; NALOXONE
d04821,PEGINTERFERON ALFA-2A
d04823,GLIPIZIDE; METFORMIN
d04824,EZETIMIBE
d04825,ARIPIPRAZOLE
d04827,ATOMOXETINE
d04829,TIOTROPIUM
d04835,ADALIMUMAB
d04836,CYCLOSPORINE OPHTHALMIC
d04839,INSULIN ASPART; INSULIN ASPART PROTAMINE
d04849,ELETRIPTAN
d04851,ROSUVASTATIN
d04857,GATIFLOXACIN OPHTHALMIC
d04860,MOXIFLOXACIN OPHTHALMIC
d04877,CARBIDOPA; ENTACAPONE; LEVODOPA
d04878,HYDROCHLOROTHIAZIDE; OLMESARTAN
d04882,ATAZANAVIR
d04884,EMTRICITABINE
d04890,CIPROFLOXACIN; DEXAMETHASONE OTIC
d04893,VARDENAFIL
d04896,TADALAFIL
d04899,MEMANTINE
d04917,FLUOXETINE; OLANZAPINE
d04929,TROSPIUM
d05048,AMLODIPINE; ATORVASTATIN
d05217,MYCOPHENOLIC ACID
d05218,CINACALCET
d05262,MOMETASONE
d05265,NEBIVOLOL
d05278,INSULIN GLULISINE
d05283,BRIMONIDINE; TIMOLOL OPHTHALMIC
d05294,RIFAXIMIN
d05348,EZETIMIBE; SIMVASTATIN
d05350,POLYETHYLENE GLYCOL 3350
d05352,EMTRICITABINE; TENOFOVIR
d05355,DULOXETINE
d05357,IBANDRONATE
d05413,SOLIFENACIN
d05414,NATALIZUMAB
d05421,ESZOPICLONE
d05422,DARIFENACIN
d05425,LOTEPREDNOL; TOBRAMYCIN OPHTHALMIC
d05436,INSULIN DETEMIR
d05465,CICLESONIDE
d05473,DESLORATADINE; PSEUDOEPHEDRINE
d05508,PREGABALIN
d05525,ENTECAVIR
d05526,ALENDRONATE; CHOLECALCIFEROL
d05529,EXENATIDE
d05540,HYDRALAZINE; ISOSORBIDE DINITRATE
d05543,DAPSONE TOPICAL
d05612,RASAGILINE
d05635,METFORMIN; PIOGLITAZONE
d05644,ACETAMINOPHEN; CAFFEINE; ISOMETHEPTENE MUCATE
d05691,SORAFENIB
d05694,ABATACEPT
d05719,RANOLAZINE
d05736,LUBIPROSTONE
d05770,OMEPRAZOLE; SODIUM BICARBONATE
d05807,VARENICLINE
d05825,DARUNAVIR
d05847,EFAVIRENZ; EMTRICITABINE; TENOFOVIR
d05848,ROTIGOTINE
d05851,LEVOCETIRIZINE
d05893,ARFORMOTEROL
d05896,SITAGLIPTIN
d05899,CICLESONIDE NASAL
d05973,CLINDAMYCIN; TRETINOIN TOPICAL
d06032,FLUOCINOLONE OTIC
d06297,PALIPERIDONE
d06635,MILNACIPRAN
d06662,AMLODIPINE; VALSARTAN
d06663,LISDEXAMFETAMINE
d06665,ALISKIREN
d06672,LAPATINIB
d06720,METFORMIN; SITAGLIPTIN
d06842,ARMODAFINIL
d06905,AMLODIPINE; OLMESARTAN
d07048,RALTEGRAVIR
d07076,ETRAVIRINE
d07077,ALISKIREN; HYDROCHLOROTHIAZIDE
d07113,DESVENLAFAXINE
d07132,OLOPATADINE NASAL
d07135,METHYLNALTREXONE
d07137,DABIGATRAN
d07162,FESOTERODINE
d07298,DIFLUPREDNATE OPHTHALMIC
d07349,LACOSAMIDE
d07354,SILODOSIN
d07356,RIVAROXABAN
d07371,FENOFIBRIC ACID
d07382,ADAPALENE; BENZOYL PEROXIDE TOPICAL
d07395,DEXLANSOPRAZOLE
d07396,USTEKINUMAB
d07397,FEBUXOSTAT
d07409,PRASUGREL
d07440,AMLODIPINE; HYDROCHLOROTHIAZIDE; VALSARTAN
d07441,ILOPERIDONE
d07448,BESIFLOXACIN OPHTHALMIC
d07453,TAPENTADOL
d07458,DRONEDARONE
d07466,LIRAGLUTIDE
d07467,SAXAGLIPTIN
d07473,ASENAPINE
d07634,DUTASTERIDE; TAMSULOSIN
d07637,PITAVASTATIN
d07640,DENOSUMAB
d07645,ONABOTULINUMTOXINA
d07651,INDACATEROL
d07660,FORMOTEROL; MOMETASONE
d07668,AMLODIPINE; HYDROCHLOROTHIAZIDE; OLMESARTAN
d07670,ALCAFTADINE OPHTHALMIC
d07684,ROFLUMILAST
d07692,FINGOLIMOD
d07697,DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE
d07709,METFORMIN; SAXAGLIPTIN
d07721,TICAGRELOR
d07730,PENICILLIN V POTASSIUM
d07740,VILAZODONE
d07754,AZILSARTAN
d07766,ABIRATERONE
d07767,LINAGLIPTIN
d07796,EMTRICITABINE; RILPIVIRINE; TENOFOVIR
d07804,APIXABAN
d07805,SIMVASTATIN; SITAGLIPTIN
d07815,AFLIBERCEPT OPHTHALMIC
d07825,LINAGLIPTIN; METFORMIN
d07868,AZELASTINE; FLUTICASONE NASAL
d07876,MIRABEGRON
d07881,PHENTERMINE; TOPIRAMATE
d07891,ICOSAPENT
d07902,LINACLOTIDE
d07928,DAPAGLIFLOZIN
d07965,ALOGLIPTIN; PIOGLITAZONE
d08080,CANAGLIFLOZIN
d08086,BRIMONIDINE; BRINZOLAMIDE OPHTHALMIC
d08100,FLUTICASONE; VILANTEROL
d08114,LEVOMILNACIPRAN
d08182,SIMEPREVIR
d08184,SOFOSBUVIR
h00024,ANTIHYPERTENSIVE AGENTS - UNSPECIFIED
h00035,AGOMELATINE
